date,state,value
2020-10-23,Subways,31.2
2020-10-23,Buses,49.2
2020-10-23,LIRR,28.999999999999996
2020-10-23,Metro North,24
2020-10-23,Access A Ride,72.2
2020-10-23,Bridges And Tunnels,87.6
2020-10-22,Subways,29.9
2020-10-22,Buses,48.1
2020-10-22,LIRR,28.000000000000004
2020-10-22,Metro North,23
2020-10-22,Access A Ride,69.69999999999999
2020-10-22,Bridges And Tunnels,85.8
2020-10-21,Subways,30
2020-10-21,Buses,47.8
2020-10-21,LIRR,27
2020-10-21,Metro North,22
2020-10-21,Access A Ride,70.1
2020-10-21,Bridges And Tunnels,85.39999999999999
2020-10-20,Subways,30.7
2020-10-20,Buses,49.8
2020-10-20,LIRR,28.000000000000004
2020-10-20,Metro North,22
2020-10-20,Access A Ride,73.1
2020-10-20,Bridges And Tunnels,90.3
2020-10-19,Subways,30.4
2020-10-19,Buses,48.199999999999996
2020-10-19,LIRR,28.000000000000004
2020-10-19,Metro North,23
2020-10-19,Access A Ride,75.7
2020-10-19,Bridges And Tunnels,89.5
2020-10-18,Subways,36.9
2020-10-18,Buses,59.8
2020-10-18,LIRR,38
2020-10-18,Metro North,46
2020-10-18,Access A Ride,53.7
2020-10-18,Bridges And Tunnels,90.2
2020-10-17,Subways,36
2020-10-17,Buses,56.39999999999999
2020-10-17,LIRR,39
2020-10-17,Metro North,46
2020-10-17,Access A Ride,67
2020-10-17,Bridges And Tunnels,83.3
2020-10-16,Subways,27.900000000000002
2020-10-16,Buses,43.2
2020-10-16,LIRR,27
2020-10-16,Metro North,22
2020-10-16,Access A Ride,69
2020-10-16,Bridges And Tunnels,79.7
2020-10-15,Subways,30.5
2020-10-15,Buses,49.8
2020-10-15,LIRR,28.999999999999996
2020-10-15,Metro North,23
2020-10-15,Access A Ride,72.8
2020-10-15,Bridges And Tunnels,89.3
2020-10-14,Subways,31.5
2020-10-14,Buses,52.900000000000006
2020-10-14,LIRR,28.000000000000004
2020-10-14,Metro North,23
2020-10-14,Access A Ride,74.5
2020-10-14,Bridges And Tunnels,90.7
2020-10-13,Subways,29.2
2020-10-13,Buses,45.4
2020-10-13,LIRR,24
2020-10-13,Metro North,22
2020-10-13,Access A Ride,69
2020-10-13,Bridges And Tunnels,83.7
2020-10-12,Subways,30.2
2020-10-12,Buses,47.099999999999994
2020-10-12,LIRR,24
2020-10-12,Metro North,20
2020-10-12,Access A Ride,82.6
2020-10-12,Bridges And Tunnels,80.4
2020-10-11,Subways,31.900000000000002
2020-10-11,Buses,52.300000000000004
2020-10-11,LIRR,38
2020-10-11,Metro North,43
2020-10-11,Access A Ride,51.2
2020-10-11,Bridges And Tunnels,77.4
2020-10-10,Subways,35.9
2020-10-10,Buses,55.900000000000006
2020-10-10,LIRR,39
2020-10-10,Metro North,51
2020-10-10,Access A Ride,72.2
2020-10-10,Bridges And Tunnels,87.6
2020-10-09,Subways,30.9
2020-10-09,Buses,48.9
2020-10-09,LIRR,25
2020-10-09,Metro North,25
2020-10-09,Access A Ride,71.3
2020-10-09,Bridges And Tunnels,86.9
2020-10-08,Subways,29.799999999999997
2020-10-08,Buses,47.5
2020-10-08,LIRR,28.000000000000004
2020-10-08,Metro North,23
2020-10-08,Access A Ride,69.8
2020-10-08,Bridges And Tunnels,87
2020-10-07,Subways,36.3
2020-10-07,Buses,61.3
2020-10-07,LIRR,28.000000000000004
2020-10-07,Metro North,22
2020-10-07,Access A Ride,82.3
2020-10-07,Bridges And Tunnels,100
2020-10-06,Subways,30.8
2020-10-06,Buses,49.1
2020-10-06,LIRR,28.000000000000004
2020-10-06,Metro North,22
2020-10-06,Access A Ride,70.6
2020-10-06,Bridges And Tunnels,91.4
2020-10-05,Subways,29.4
2020-10-05,Buses,46.5
2020-10-05,LIRR,28.000000000000004
2020-10-05,Metro North,22
2020-10-05,Access A Ride,68.5
2020-10-05,Bridges And Tunnels,86.7
2020-10-04,Subways,33.900000000000006
2020-10-04,Buses,52.7
2020-10-04,LIRR,38
2020-10-04,Metro North,42
2020-10-04,Access A Ride,52
2020-10-04,Bridges And Tunnels,81.2
2020-10-03,Subways,35
2020-10-03,Buses,54.900000000000006
2020-10-03,LIRR,40
2020-10-03,Metro North,45
2020-10-03,Access A Ride,72
2020-10-03,Bridges And Tunnels,86.6
2020-10-02,Subways,29.9
2020-10-02,Buses,47.5
2020-10-02,LIRR,28.000000000000004
2020-10-02,Metro North,23
2020-10-02,Access A Ride,72.39999999999999
2020-10-02,Bridges And Tunnels,88.7
2020-10-01,Subways,30.099999999999998
2020-10-01,Buses,49.8
2020-10-01,LIRR,27
2020-10-01,Metro North,21
2020-10-01,Access A Ride,70.6
2020-10-01,Bridges And Tunnels,92.9
2020-09-30,Subways,29.299999999999997
2020-09-30,Buses,45
2020-09-30,LIRR,27
2020-09-30,Metro North,21
2020-09-30,Access A Ride,69
2020-09-30,Bridges And Tunnels,88.9
2020-09-29,Subways,32.1
2020-09-29,Buses,50
2020-09-29,LIRR,27
2020-09-29,Metro North,21
2020-09-29,Access A Ride,73.6
2020-09-29,Bridges And Tunnels,90.5
2020-09-28,Subways,31.3
2020-09-28,Buses,50
2020-09-28,LIRR,27
2020-09-28,Metro North,22
2020-09-28,Access A Ride,74.1
2020-09-28,Bridges And Tunnels,86.7
2020-09-27,Subways,33.300000000000004
2020-09-27,Buses,54
2020-09-27,LIRR,40
2020-09-27,Metro North,43
2020-09-27,Access A Ride,50.7
2020-09-27,Bridges And Tunnels,79.60000000000001
2020-09-26,Subways,34.9
2020-09-26,Buses,54
2020-09-26,LIRR,40
2020-09-26,Metro North,44
2020-09-26,Access A Ride,71.2
2020-09-26,Bridges And Tunnels,84.89999999999999
2020-09-25,Subways,30
2020-09-25,Buses,47
2020-09-25,LIRR,28.000000000000004
2020-09-25,Metro North,24
2020-09-25,Access A Ride,74.1
2020-09-25,Bridges And Tunnels,89.3
2020-09-24,Subways,28.499999999999996
2020-09-24,Buses,45
2020-09-24,LIRR,27
2020-09-24,Metro North,22
2020-09-24,Access A Ride,70.39999999999999
2020-09-24,Bridges And Tunnels,88.1
2020-09-23,Subways,28.7
2020-09-23,Buses,45
2020-09-23,LIRR,27
2020-09-23,Metro North,22
2020-09-23,Access A Ride,70.8
2020-09-23,Bridges And Tunnels,88
2020-09-22,Subways,28.299999999999997
2020-09-22,Buses,45
2020-09-22,LIRR,27
2020-09-22,Metro North,21
2020-09-22,Access A Ride,70.19999999999999
2020-09-22,Bridges And Tunnels,87.6
2020-09-21,Subways,28.299999999999997
2020-09-21,Buses,44
2020-09-21,LIRR,27
2020-09-21,Metro North,21
2020-09-21,Access A Ride,69.5
2020-09-21,Bridges And Tunnels,85.39999999999999
2020-09-20,Subways,31.7
2020-09-20,Buses,52
2020-09-20,LIRR,39
2020-09-20,Metro North,40
2020-09-20,Access A Ride,49.5
2020-09-20,Bridges And Tunnels,75.5
2020-09-19,Subways,34.2
2020-09-19,Buses,53
2020-09-19,LIRR,40
2020-09-19,Metro North,42
2020-09-19,Access A Ride,69.3
2020-09-19,Bridges And Tunnels,82.5
2020-09-18,Subways,28.9
2020-09-18,Buses,46
2020-09-18,LIRR,28.000000000000004
2020-09-18,Metro North,23
2020-09-18,Access A Ride,71.7
2020-09-18,Bridges And Tunnels,88.2
2020-09-17,Subways,28.1
2020-09-17,Buses,44
2020-09-17,LIRR,27
2020-09-17,Metro North,21
2020-09-17,Access A Ride,67.80000000000001
2020-09-17,Bridges And Tunnels,86.5
2020-09-16,Subways,28.199999999999996
2020-09-16,Buses,44
2020-09-16,LIRR,27
2020-09-16,Metro North,21
2020-09-16,Access A Ride,68.7
2020-09-16,Bridges And Tunnels,86.4
2020-09-15,Subways,28.199999999999996
2020-09-15,Buses,45
2020-09-15,LIRR,27
2020-09-15,Metro North,21
2020-09-15,Access A Ride,67.60000000000001
2020-09-15,Bridges And Tunnels,87.6
2020-09-14,Subways,28.299999999999997
2020-09-14,Buses,44
2020-09-14,LIRR,27
2020-09-14,Metro North,21
2020-09-14,Access A Ride,70.39999999999999
2020-09-14,Bridges And Tunnels,86.1
2020-09-13,Subways,31.1
2020-09-13,Buses,52
2020-09-13,LIRR,37
2020-09-13,Metro North,36
2020-09-13,Access A Ride,50.4
2020-09-13,Bridges And Tunnels,76.5
2020-09-12,Subways,34.599999999999994
2020-09-12,Buses,55.00000000000001
2020-09-12,LIRR,38
2020-09-12,Metro North,40
2020-09-12,Access A Ride,73.1
2020-09-12,Bridges And Tunnels,85.2
2020-09-11,Subways,28.799999999999997
2020-09-11,Buses,46
2020-09-11,LIRR,27
2020-09-11,Metro North,23
2020-09-11,Access A Ride,70.6
2020-09-11,Bridges And Tunnels,88.1
2020-09-10,Subways,26
2020-09-10,Buses,41
2020-09-10,LIRR,25
2020-09-10,Metro North,20
2020-09-10,Access A Ride,64.9
2020-09-10,Bridges And Tunnels,82.5
2020-09-09,Subways,27.1
2020-09-09,Buses,44
2020-09-09,LIRR,26
2020-09-09,Metro North,21
2020-09-09,Access A Ride,69.1
2020-09-09,Bridges And Tunnels,88.1
2020-09-08,Subways,26.400000000000002
2020-09-08,Buses,43
2020-09-08,LIRR,28.000000000000004
2020-09-08,Metro North,22
2020-09-08,Access A Ride,63.800000000000004
2020-09-08,Bridges And Tunnels,89.9
2020-09-07,Subways,39.1
2020-09-07,Buses,69
2020-09-07,LIRR,24
2020-09-07,Metro North,14.000000000000002
2020-09-07,Access A Ride,97
2020-09-07,Bridges And Tunnels,76
2020-09-06,Subways,32.6
2020-09-06,Buses,53
2020-09-06,LIRR,45
2020-09-06,Metro North,43
2020-09-06,Access A Ride,53.7
2020-09-06,Bridges And Tunnels,83.8
2020-09-05,Subways,31.5
2020-09-05,Buses,52
2020-09-05,LIRR,43
2020-09-05,Metro North,42
2020-09-05,Access A Ride,71.5
2020-09-05,Bridges And Tunnels,85.5
2020-09-04,Subways,27.900000000000002
2020-09-04,Buses,48
2020-09-04,LIRR,27
2020-09-04,Metro North,22
2020-09-04,Access A Ride,70.39999999999999
2020-09-04,Bridges And Tunnels,96.39999999999999
2020-09-03,Subways,26.6
2020-09-03,Buses,45
2020-09-03,LIRR,25
2020-09-03,Metro North,20
2020-09-03,Access A Ride,66
2020-09-03,Bridges And Tunnels,90.9
2020-09-02,Subways,27.1
2020-09-02,Buses,46
2020-09-02,LIRR,24
2020-09-02,Metro North,18
2020-09-02,Access A Ride,65.60000000000001
2020-09-02,Bridges And Tunnels,86.4
2020-09-01,Subways,27.700000000000003
2020-09-01,Buses,47
2020-09-01,LIRR,23
2020-09-01,Metro North,18
2020-09-01,Access A Ride,66.10000000000001
2020-09-01,Bridges And Tunnels,85.1
2020-08-31,Subways,26.400000000000002
2020-08-31,Buses,46
2020-08-31,LIRR,25
2020-08-31,Metro North,19
2020-08-31,Access A Ride,63.5
2020-08-31,Bridges And Tunnels,110.3
2020-08-30,Subways,30
2020-08-30,Buses,76
2020-08-30,LIRR,43
2020-08-30,Metro North,40
2020-08-30,Access A Ride,52.1
2020-08-30,Bridges And Tunnels,89.8
2020-08-29,Subways,26.6
2020-08-29,Buses,67
2020-08-29,LIRR,28.000000000000004
2020-08-29,Metro North,27
2020-08-29,Access A Ride,60
2020-08-29,Bridges And Tunnels,68.60000000000001
2020-08-28,Subways,28.299999999999997
2020-08-28,Buses,67
2020-08-28,LIRR,24
2020-08-28,Metro North,19
2020-08-28,Access A Ride,70.5
2020-08-28,Bridges And Tunnels,87
2020-08-27,Subways,25.8
2020-08-27,Buses,61
2020-08-27,LIRR,23
2020-08-27,Metro North,18
2020-08-27,Access A Ride,68.89999999999999
2020-08-27,Bridges And Tunnels,83
2020-08-26,Subways,27.1
2020-08-26,Buses,67
2020-08-26,LIRR,24
2020-08-26,Metro North,19
2020-08-26,Access A Ride,71.2
2020-08-26,Bridges And Tunnels,91
2020-08-25,Subways,25.900000000000002
2020-08-25,Buses,62
2020-08-25,LIRR,23
2020-08-25,Metro North,18
2020-08-25,Access A Ride,66.3
2020-08-25,Bridges And Tunnels,87.3
2020-08-24,Subways,26.900000000000002
2020-08-24,Buses,66
2020-08-24,LIRR,24
2020-08-24,Metro North,18
2020-08-24,Access A Ride,69.5
2020-08-24,Bridges And Tunnels,88.1
2020-08-23,Subways,28.799999999999997
2020-08-23,Buses,71
2020-08-23,LIRR,36
2020-08-23,Metro North,34
2020-08-23,Access A Ride,46.800000000000004
2020-08-23,Bridges And Tunnels,79.4
2020-08-22,Subways,30.4
2020-08-22,Buses,73
2020-08-22,LIRR,37
2020-08-22,Metro North,34
2020-08-22,Access A Ride,69.3
2020-08-22,Bridges And Tunnels,82.5
2020-08-21,Subways,28.499999999999996
2020-08-21,Buses,70
2020-08-21,LIRR,24
2020-08-21,Metro North,19
2020-08-21,Access A Ride,70.3
2020-08-21,Bridges And Tunnels,89.9
2020-08-20,Subways,27.700000000000003
2020-08-20,Buses,68
2020-08-20,LIRR,24
2020-08-20,Metro North,19
2020-08-20,Access A Ride,68.30000000000001
2020-08-20,Bridges And Tunnels,89.3
2020-08-19,Subways,25.5
2020-08-19,Buses,61
2020-08-19,LIRR,22
2020-08-19,Metro North,17
2020-08-19,Access A Ride,68.30000000000001
2020-08-19,Bridges And Tunnels,85.8
2020-08-18,Subways,26.900000000000002
2020-08-18,Buses,65
2020-08-18,LIRR,24
2020-08-18,Metro North,18
2020-08-18,Access A Ride,68.10000000000001
2020-08-18,Bridges And Tunnels,88
2020-08-17,Subways,27.1
2020-08-17,Buses,66
2020-08-17,LIRR,24
2020-08-17,Metro North,18
2020-08-17,Access A Ride,66.9
2020-08-17,Bridges And Tunnels,85.7
2020-08-16,Subways,24.4
2020-08-16,Buses,56.99999999999999
2020-08-16,LIRR,28.999999999999996
2020-08-16,Metro North,27
2020-08-16,Access A Ride,44.1
2020-08-16,Bridges And Tunnels,68.10000000000001
2020-08-15,Subways,30.099999999999998
2020-08-15,Buses,72
2020-08-15,LIRR,35
2020-08-15,Metro North,34
2020-08-15,Access A Ride,69.19999999999999
2020-08-15,Bridges And Tunnels,84.89999999999999
2020-08-14,Subways,27.1
2020-08-14,Buses,67
2020-08-14,LIRR,23
2020-08-14,Metro North,19
2020-08-14,Access A Ride,66.9
2020-08-14,Bridges And Tunnels,88.6
2020-08-13,Subways,24.3
2020-08-13,Buses,57.99999999999999
2020-08-13,LIRR,22
2020-08-13,Metro North,17
2020-08-13,Access A Ride,64.60000000000001
2020-08-13,Bridges And Tunnels,82.1
2020-08-12,Subways,24.8
2020-08-12,Buses,61
2020-08-12,LIRR,22
2020-08-12,Metro North,17
2020-08-12,Access A Ride,64.5
2020-08-12,Bridges And Tunnels,84.6
2020-08-11,Subways,25.7
2020-08-11,Buses,64
2020-08-11,LIRR,23
2020-08-11,Metro North,17
2020-08-11,Access A Ride,65.8
2020-08-11,Bridges And Tunnels,90.7
2020-08-10,Subways,25.4
2020-08-10,Buses,63
2020-08-10,LIRR,24
2020-08-10,Metro North,17
2020-08-10,Access A Ride,69.39999999999999
2020-08-10,Bridges And Tunnels,87.3
2020-08-09,Subways,26.8
2020-08-09,Buses,70
2020-08-09,LIRR,36
2020-08-09,Metro North,31
2020-08-09,Access A Ride,46.5
2020-08-09,Bridges And Tunnels,81.39999999999999
2020-08-08,Subways,27.6
2020-08-08,Buses,70
2020-08-08,LIRR,31
2020-08-08,Metro North,28.999999999999996
2020-08-08,Access A Ride,62.4
2020-08-08,Bridges And Tunnels,74.7
2020-08-07,Subways,24.9
2020-08-07,Buses,62
2020-08-07,LIRR,21
2020-08-07,Metro North,16
2020-08-07,Access A Ride,63.9
2020-08-07,Bridges And Tunnels,82.5
2020-08-06,Subways,24.6
2020-08-06,Buses,59
2020-08-06,LIRR,21
2020-08-06,Metro North,14.000000000000002
2020-08-06,Access A Ride,65.8
2020-08-06,Bridges And Tunnels,84.7
2020-08-05,Subways,25.7
2020-08-05,Buses,66
2020-08-05,LIRR,19
2020-08-05,Metro North,14.000000000000002
2020-08-05,Access A Ride,62.3
2020-08-05,Bridges And Tunnels,92.5
2020-08-04,Subways,19.2
2020-08-04,Buses,46
2020-08-04,LIRR,12
2020-08-04,Metro North,11
2020-08-04,Access A Ride,51.2
2020-08-04,Bridges And Tunnels,61.8
2020-08-03,Subways,24.8
2020-08-03,Buses,62
2020-08-03,LIRR,23
2020-08-03,Metro North,17
2020-08-03,Access A Ride,65.60000000000001
2020-08-03,Bridges And Tunnels,87
2020-08-02,Subways,24.099999999999998
2020-08-02,Buses,62
2020-08-02,LIRR,28.999999999999996
2020-08-02,Metro North,27
2020-08-02,Access A Ride,40.2
2020-08-02,Bridges And Tunnels,70.1
2020-08-01,Subways,28.000000000000004
2020-08-01,Buses,69
2020-08-01,LIRR,33
2020-08-01,Metro North,32
2020-08-01,Access A Ride,64.1
2020-08-01,Bridges And Tunnels,85.2
2020-07-31,Subways,24.099999999999998
2020-07-31,Buses,60
2020-07-31,LIRR,21
2020-07-31,Metro North,18
2020-07-31,Access A Ride,64.5
2020-07-31,Bridges And Tunnels,84.3
2020-07-30,Subways,23.3
2020-07-30,Buses,56.99999999999999
2020-07-30,LIRR,22
2020-07-30,Metro North,17
2020-07-30,Access A Ride,59.9
2020-07-30,Bridges And Tunnels,81.2
2020-07-29,Subways,24.2
2020-07-29,Buses,62
2020-07-29,LIRR,22
2020-07-29,Metro North,17
2020-07-29,Access A Ride,61.8
2020-07-29,Bridges And Tunnels,86.5
2020-07-28,Subways,23
2020-07-28,Buses,56.99999999999999
2020-07-28,LIRR,21
2020-07-28,Metro North,16
2020-07-28,Access A Ride,58.3
2020-07-28,Bridges And Tunnels,82.5
2020-07-27,Subways,23.400000000000002
2020-07-27,Buses,56.99999999999999
2020-07-27,LIRR,22
2020-07-27,Metro North,16
2020-07-27,Access A Ride,62.9
2020-07-27,Bridges And Tunnels,84.1
2020-07-26,Subways,24.9
2020-07-26,Buses,64
2020-07-26,LIRR,35
2020-07-26,Metro North,30
2020-07-26,Access A Ride,41
2020-07-26,Bridges And Tunnels,73.3
2020-07-25,Subways,26.8
2020-07-25,Buses,69
2020-07-25,LIRR,34
2020-07-25,Metro North,31
2020-07-25,Access A Ride,61.3
2020-07-25,Bridges And Tunnels,78.2
2020-07-24,Subways,23
2020-07-24,Buses,56.00000000000001
2020-07-24,LIRR,21
2020-07-24,Metro North,17
2020-07-24,Access A Ride,62.7
2020-07-24,Bridges And Tunnels,79.60000000000001
2020-07-23,Subways,22.2
2020-07-23,Buses,55.00000000000001
2020-07-23,LIRR,21
2020-07-23,Metro North,17
2020-07-23,Access A Ride,58.099999999999994
2020-07-23,Bridges And Tunnels,78.10000000000001
2020-07-22,Subways,22.1
2020-07-22,Buses,54
2020-07-22,LIRR,21
2020-07-22,Metro North,17
2020-07-22,Access A Ride,57.9
2020-07-22,Bridges And Tunnels,80.10000000000001
2020-07-21,Subways,23.599999999999998
2020-07-21,Buses,59
2020-07-21,LIRR,21
2020-07-21,Metro North,17
2020-07-21,Access A Ride,57.9
2020-07-21,Bridges And Tunnels,86.7
2020-07-20,Subways,22.900000000000002
2020-07-20,Buses,56.99999999999999
2020-07-20,LIRR,21
2020-07-20,Metro North,17
2020-07-20,Access A Ride,60.6
2020-07-20,Bridges And Tunnels,84.39999999999999
2020-07-19,Subways,26.900000000000002
2020-07-19,Buses,67
2020-07-19,LIRR,35
2020-07-19,Metro North,28.000000000000004
2020-07-19,Access A Ride,45.6
2020-07-19,Bridges And Tunnels,79.7
2020-07-18,Subways,29.5
2020-07-18,Buses,72
2020-07-18,LIRR,32
2020-07-18,Metro North,28.999999999999996
2020-07-18,Access A Ride,65.2
2020-07-18,Bridges And Tunnels,80.80000000000001
2020-07-17,Subways,23.200000000000003
2020-07-17,Buses,56.99999999999999
2020-07-17,LIRR,20
2020-07-17,Metro North,17
2020-07-17,Access A Ride,60.8
2020-07-17,Bridges And Tunnels,79.7
2020-07-16,Subways,23.1
2020-07-16,Buses,59
2020-07-16,LIRR,21
2020-07-16,Metro North,17
2020-07-16,Access A Ride,59.5
2020-07-16,Bridges And Tunnels,83.8
2020-07-15,Subways,22.8
2020-07-15,Buses,57.99999999999999
2020-07-15,LIRR,21
2020-07-15,Metro North,17
2020-07-15,Access A Ride,59.5
2020-07-15,Bridges And Tunnels,84.8
2020-07-14,Subways,22.400000000000002
2020-07-14,Buses,56.00000000000001
2020-07-14,LIRR,21
2020-07-14,Metro North,16
2020-07-14,Access A Ride,56.89999999999999
2020-07-14,Bridges And Tunnels,83.1
2020-07-13,Subways,22.2
2020-07-13,Buses,55.00000000000001
2020-07-13,LIRR,21
2020-07-13,Metro North,16
2020-07-13,Access A Ride,59
2020-07-13,Bridges And Tunnels,79.60000000000001
2020-07-12,Subways,25.8
2020-07-12,Buses,64
2020-07-12,LIRR,33
2020-07-12,Metro North,30
2020-07-12,Access A Ride,41.099999999999994
2020-07-12,Bridges And Tunnels,74.1
2020-07-11,Subways,22.900000000000002
2020-07-11,Buses,59
2020-07-11,LIRR,24
2020-07-11,Metro North,23
2020-07-11,Access A Ride,49.3
2020-07-11,Bridges And Tunnels,62.9
2020-07-10,Subways,19.1
2020-07-10,Buses,45
2020-07-10,LIRR,18
2020-07-10,Metro North,14.000000000000002
2020-07-10,Access A Ride,56.599999999999994
2020-07-10,Bridges And Tunnels,70
2020-07-09,Subways,22.1
2020-07-09,Buses,56.99999999999999
2020-07-09,LIRR,21
2020-07-09,Metro North,16
2020-07-09,Access A Ride,57.4
2020-07-09,Bridges And Tunnels,84.3
2020-07-08,Subways,21.099999999999998
2020-07-08,Buses,51
2020-07-08,LIRR,20
2020-07-08,Metro North,15
2020-07-08,Access A Ride,56.49999999999999
2020-07-08,Bridges And Tunnels,79.10000000000001
2020-07-07,Subways,21.2
2020-07-07,Buses,52
2020-07-07,LIRR,20
2020-07-07,Metro North,16
2020-07-07,Access A Ride,53.7
2020-07-07,Bridges And Tunnels,79
2020-07-06,Subways,21.2
2020-07-06,Buses,50
2020-07-06,LIRR,20
2020-07-06,Metro North,16
2020-07-06,Access A Ride,55.00000000000001
2020-07-06,Bridges And Tunnels,81.2
2020-07-05,Subways,23.1
2020-07-05,Buses,60
2020-07-05,LIRR,33
2020-07-05,Metro North,28.999999999999996
2020-07-05,Access A Ride,34.699999999999996
2020-07-05,Bridges And Tunnels,75.2
2020-07-04,Subways,22.8
2020-07-04,Buses,59
2020-07-04,LIRR,30
2020-07-04,Metro North,27
2020-07-04,Access A Ride,57.9
2020-07-04,Bridges And Tunnels,71.7
2020-07-03,Subways,31.3
2020-07-03,Buses,87
2020-07-03,LIRR,18
2020-07-03,Metro North,15
2020-07-03,Access A Ride,83.8
2020-07-03,Bridges And Tunnels,83.39999999999999
2020-07-02,Subways,22.400000000000002
2020-07-02,Buses,56.99999999999999
2020-07-02,LIRR,20
2020-07-02,Metro North,16
2020-07-02,Access A Ride,53.400000000000006
2020-07-02,Bridges And Tunnels,114.6
2020-07-01,Subways,21.5
2020-07-01,Buses,53
2020-07-01,LIRR,18
2020-07-01,Metro North,14.000000000000002
2020-07-01,Access A Ride,55.00000000000001
2020-07-01,Bridges And Tunnels,77.2
2020-06-30,Subways,20.9
2020-06-30,Buses,52
2020-06-30,LIRR,17
2020-06-30,Metro North,14.000000000000002
2020-06-30,Access A Ride,51.800000000000004
2020-06-30,Bridges And Tunnels,80.10000000000001
2020-06-29,Subways,21.2
2020-06-29,Buses,53
2020-06-29,LIRR,19
2020-06-29,Metro North,14.000000000000002
2020-06-29,Access A Ride,55.2
2020-06-29,Bridges And Tunnels,80.10000000000001
2020-06-28,Subways,17.7
2020-06-28,Buses,57.99999999999999
2020-06-28,LIRR,26
2020-06-28,Metro North,24
2020-06-28,Access A Ride,33.7
2020-06-28,Bridges And Tunnels,66.8
2020-06-27,Subways,19.3
2020-06-27,Buses,56.99999999999999
2020-06-27,LIRR,22
2020-06-27,Metro North,22
2020-06-27,Access A Ride,53.1
2020-06-27,Bridges And Tunnels,65.2
2020-06-26,Subways,20.200000000000003
2020-06-26,Buses,56.99999999999999
2020-06-26,LIRR,17
2020-06-26,Metro North,14.000000000000002
2020-06-26,Access A Ride,54
2020-06-26,Bridges And Tunnels,79.5
2020-06-25,Subways,19.1
2020-06-25,Buses,52
2020-06-25,LIRR,16
2020-06-25,Metro North,13
2020-06-25,Access A Ride,50.2
2020-06-25,Bridges And Tunnels,74.8
2020-06-24,Subways,18.5
2020-06-24,Buses,49
2020-06-24,LIRR,16
2020-06-24,Metro North,13
2020-06-24,Access A Ride,49.3
2020-06-24,Bridges And Tunnels,74.1
2020-06-23,Subways,19
2020-06-23,Buses,52
2020-06-23,LIRR,16
2020-06-23,Metro North,13
2020-06-23,Access A Ride,50.5
2020-06-23,Bridges And Tunnels,77.9
2020-06-22,Subways,18.5
2020-06-22,Buses,48
2020-06-22,LIRR,16
2020-06-22,Metro North,13
2020-06-22,Access A Ride,49
2020-06-22,Bridges And Tunnels,74.8
2020-06-21,Subways,17.1
2020-06-21,Buses,53
2020-06-21,LIRR,28.000000000000004
2020-06-21,Metro North,25
2020-06-21,Access A Ride,33.800000000000004
2020-06-21,Bridges And Tunnels,67.60000000000001
2020-06-20,Subways,17.4
2020-06-20,Buses,55.00000000000001
2020-06-20,LIRR,24
2020-06-20,Metro North,23
2020-06-20,Access A Ride,47
2020-06-20,Bridges And Tunnels,66.4
2020-06-19,Subways,17.8
2020-06-19,Buses,55.00000000000001
2020-06-19,LIRR,15
2020-06-19,Metro North,13
2020-06-19,Access A Ride,48.6
2020-06-19,Bridges And Tunnels,77.7
2020-06-18,Subways,16.6
2020-06-18,Buses,48
2020-06-18,LIRR,14.000000000000002
2020-06-18,Metro North,12
2020-06-18,Access A Ride,46.1
2020-06-18,Bridges And Tunnels,73
2020-06-17,Subways,16.6
2020-06-17,Buses,45
2020-06-17,LIRR,14.000000000000002
2020-06-17,Metro North,12
2020-06-17,Access A Ride,46.800000000000004
2020-06-17,Bridges And Tunnels,73.2
2020-06-16,Subways,16.7
2020-06-16,Buses,46
2020-06-16,LIRR,14.000000000000002
2020-06-16,Metro North,12
2020-06-16,Access A Ride,42.9
2020-06-16,Bridges And Tunnels,74.7
2020-06-15,Subways,16.5
2020-06-15,Buses,43
2020-06-15,LIRR,14.000000000000002
2020-06-15,Metro North,12
2020-06-15,Access A Ride,47.5
2020-06-15,Bridges And Tunnels,71
2020-06-14,Subways,18.5
2020-06-14,Buses,55.00000000000001
2020-06-14,LIRR,21
2020-06-14,Metro North,21
2020-06-14,Access A Ride,27.900000000000002
2020-06-14,Bridges And Tunnels,60.5
2020-06-13,Subways,17
2020-06-13,Buses,50
2020-06-13,LIRR,21
2020-06-13,Metro North,20
2020-06-13,Access A Ride,43.4
2020-06-13,Bridges And Tunnels,62.5
2020-06-12,Subways,15.7
2020-06-12,Buses,43
2020-06-12,LIRR,14.000000000000002
2020-06-12,Metro North,11
2020-06-12,Access A Ride,45.800000000000004
2020-06-12,Bridges And Tunnels,73.5
2020-06-11,Subways,14.399999999999999
2020-06-11,Buses,38
2020-06-11,LIRR,12
2020-06-11,Metro North,10
2020-06-11,Access A Ride,42.4
2020-06-11,Bridges And Tunnels,67.60000000000001
2020-06-10,Subways,14.6
2020-06-10,Buses,39
2020-06-10,LIRR,13
2020-06-10,Metro North,10
2020-06-10,Access A Ride,42.5
2020-06-10,Bridges And Tunnels,69.39999999999999
2020-06-09,Subways,14.7
2020-06-09,Buses,41
2020-06-09,LIRR,13
2020-06-09,Metro North,10
2020-06-09,Access A Ride,43.8
2020-06-09,Bridges And Tunnels,70.89999999999999
2020-06-08,Subways,15.299999999999999
2020-06-08,Buses,42
2020-06-08,LIRR,13
2020-06-08,Metro North,10
2020-06-08,Access A Ride,45.9
2020-06-08,Bridges And Tunnels,73.5
